,title,properties
1159,avdec_xwd,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1160,avdec_ylc,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,max-threads,output-corrupt"
1161,avdec_yop,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1162,avdec_zerocodec,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1163,avdec_zmbv,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1164,avdec_bintext,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1165,avdec_xbin,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1166,avdec_idf,"name,parent,lowres,skip-frame,direct-rendering,debug-mv,output-corrupt"
1167,avdemux_aiff,"name,parent"
1168,avdemux_ape,"name,parent"
1169,avdemux_avs,"name,parent"
1170,avtype_avs,
1171,avdemux_bfstm,"name,parent"
1172,avtype_bfstm,
1173,avdemux_brstm,"name,parent"
1174,avtype_brstm,
1175,avdemux_daud,"name,parent"
1176,avtype_daud,
1177,avdemux_ea,"name,parent"
1178,avtype_ea,
1179,avdemux_ffm,"name,parent"
1180,avtype_ffm,
1181,avdemux_4xm,"name,parent"
1182,avtype_4xm,
1183,avdemux_gif,"name,parent"
1184,avdemux_gxf,"name,parent"
1185,avtype_gxf,
1186,avdemux_idcin,"name,parent"
1187,avtype_idcin,
1188,avdemux_ipmovie,"name,parent"
1189,avtype_ipmovie,
1190,avdemux_ivf,"name,parent"
1191,avdemux_mm,"name,parent"
1192,avtype_mm,
1193,avdemux_mmf,"name,parent"
1194,avtype_mmf,
1195,avdemux_mpc,"name,parent"
1196,avdemux_mpc8,"name,parent"
1197,avdemux_mxf,"name,parent"
1198,avdemux_nsv,"name,parent"
1199,avtype_nsv,
1200,avdemux_nut,"name,parent"
1201,avtype_nut,
1202,avdemux_nuv,"name,parent"
1203,avdemux_pva,"name,parent"
1204,avdemux_film_cpk,"name,parent"
1205,avtype_film_cpk,
1206,avdemux_smk,"name,parent"
1207,avtype_smk,
1208,avdemux_sol,"name,parent"
1209,avtype_sol,
1210,avdemux_psxstr,"name,parent"
1211,avtype_psxstr,
1212,avdemux_tta,"name,parent"
1213,avdemux_vmd,"name,parent"
1214,avtype_vmd,
1215,avdemux_voc,"name,parent"
1216,avdemux_wc3movie,"name,parent"
1217,avtype_wc3movie,
1218,avdemux_wsaud,"name,parent"
1219,avtype_wsaud,
1220,avdemux_wsvqa,"name,parent"
1221,avtype_wsvqa,
1222,avdemux_yuv4mpegpipe,"name,parent"
1223,avtype_yuv4mpegpipe,
1224,avmux_a64,"name,parent,preload,maxdelay"
1225,avmux_adts,"name,parent,preload,maxdelay"
1226,avmux_adx,"name,parent,preload,maxdelay"
1227,avmux_aiff,"name,parent,preload,maxdelay"
1228,avmux_amr,"name,parent,preload,maxdelay"
1229,avmux_apng,"name,parent,preload,maxdelay"
1230,avmux_asf,"name,parent,preload,maxdelay"
1231,avmux_ast,"name,parent,preload,maxdelay"
1232,avmux_asf_stream,"name,parent,preload,maxdelay"
1233,avmux_au,"name,parent,preload,maxdelay"
1234,avmux_avi,"name,parent,preload,maxdelay"
1235,avmux_avm2,"name,parent,preload,maxdelay"
1236,avmux_bit,"name,parent,preload,maxdelay"
1237,avmux_caf,"name,parent,preload,maxdelay"
1238,avmux_dash,"name,parent,preload,maxdelay"
1239,avmux_daud,"name,parent,preload,maxdelay"
1240,avmux_dv,"name,parent,preload,maxdelay"
1241,avmux_f4v,"name,parent,preload,maxdelay"
1242,avmux_ffm,"name,parent,preload,maxdelay"
1243,avmux_filmstrip,"name,parent,preload,maxdelay"
1244,avmux_fits,"name,parent,preload,maxdelay"
1245,avmux_flv,"name,parent,preload,maxdelay"
1246,avmux_gxf,"name,parent,preload,maxdelay"
1247,avmux_hash,"name,parent,preload,maxdelay"
1248,avmux_hds,"name,parent,preload,maxdelay"
1249,avmux_hls,"name,parent,preload,maxdelay"
1250,avmux_ico,"name,parent,preload,maxdelay"
1251,avmux_ilbc,"name,parent,preload,maxdelay"
1252,avmux_ipod,"name,parent,preload,maxdelay"
1253,avmux_ircam,"name,parent,preload,maxdelay"
1254,avmux_ismv,"name,parent,preload,maxdelay"
1255,avmux_ivf,"name,parent,preload,maxdelay"
1256,avmux_latm,"name,parent,preload,maxdelay"
1257,avmux_md5,"name,parent,preload,maxdelay"
1258,avmux_matroska,"name,parent,preload,maxdelay"
1259,avmux_mmf,"name,parent,preload,maxdelay"
1260,avmux_mov,"name,parent,preload,maxdelay"
1261,avmux_mp2,"name,parent,preload,maxdelay"
1262,avmux_mp3,"name,parent,preload,maxdelay"
1263,avmux_mp4,"name,parent,preload,maxdelay"
1264,avmux_mpeg,"name,parent,preload,maxdelay"
1265,avmux_vcd,"name,parent,preload,maxdelay"
1266,avmux_dvd,"name,parent,preload,maxdelay"
1267,avmux_svcd,"name,parent,preload,maxdelay"
1268,avmux_vob,"name,parent,preload,maxdelay"
1269,avmux_mpegts,"name,parent,preload,maxdelay"
1270,avmux_mpjpeg,"name,parent,preload,maxdelay"
1271,avmux_mxf,"name,parent,preload,maxdelay"
1272,avmux_mxf_d10,"name,parent,preload,maxdelay"
1273,avmux_mxf_opatom,"name,parent,preload,maxdelay"
1274,avmux_nut,"name,parent,preload,maxdelay"
1275,avmux_oga,"name,parent,preload,maxdelay"
1276,avmux_ogg,"name,parent,preload,maxdelay"
1277,avmux_ogv,"name,parent,preload,maxdelay"
1278,avmux_oma,"name,parent,preload,maxdelay"
1279,avmux_opus,"name,parent,preload,maxdelay"
1280,avmux_psp,"name,parent,preload,maxdelay"
1281,avmux_rm,"name,parent,preload,maxdelay"
1282,avmux_rso,"name,parent,preload,maxdelay"
1283,avmux_rtsp,"name,parent,preload,maxdelay"
1284,avmux_sap,"name,parent,preload,maxdelay"
1285,avmux_singlejpeg,"name,parent,preload,maxdelay"
1286,avmux_smjpeg,"name,parent,preload,maxdelay"
1287,avmux_smoothstreaming,"name,parent,preload,maxdelay"
1288,avmux_sox,"name,parent,preload,maxdelay"
1289,avmux_spx,"name,parent,preload,maxdelay"
1290,avmux_spdif,"name,parent,preload,maxdelay"
1291,avmux_swf,"name,parent,preload,maxdelay"
1292,avmux_3g2,"name,parent,preload,maxdelay"
1293,avmux_3gp,"name,parent,preload,maxdelay"
1294,avmux_mkvtimestamp_v2,"name,parent,preload,maxdelay"
1295,avmux_tta,"name,parent,preload,maxdelay"
1296,avmux_uncodedframecrc,"name,parent,preload,maxdelay"
1297,avmux_vc1test,"name,parent,preload,maxdelay"
1298,avmux_voc,"name,parent,preload,maxdelay"
1299,avmux_w64,"name,parent,preload,maxdelay"
1300,avmux_wav,"name,parent,preload,maxdelay"
1301,avmux_webp,"name,parent,preload,maxdelay"
1302,avmux_wtv,"name,parent,preload,maxdelay"
1303,avmux_yuv4mpegpipe,"name,parent,preload,maxdelay"
1304,avmux_chromaprint,"name,parent,preload,maxdelay"
1305,avdeinterlace,"name,parent,mode"
1306,kmssink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,show-preroll-frame,driver-name,bus-id,connector-id,plane-id,force-modesetting,can-scale,display-width,display-height,render-rectangle"
1307,assrender,"name,parent,enable,embeddedfonts,wait-text"
1308,siddec,"name,parent,tune,clock,memory,filter,measured-volume,mos8580,force-speed,blocksize,metadata"
1309,shout2send,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,ip,port,password,username,public,streamname,description,genre,protocol,mount,url,timeout"
1310,vcdsrc,"name,parent,blocksize,num-buffers,typefind,do-timestamp,device,track,max-errors"
1311,pcapparse,"name,parent,src-ip,dst-ip,src-port,dst-port,caps,ts-offset"
1312,irtspparse,"name,parent,disable-passthrough,channel-id"
1313,adpcmenc,"name,parent,perfect-timestamp,mark-granule,hard-resync,tolerance,blockalign,layout"
1314,gmedec,"name,parent"
1315,x264enc,"name,parent,qos,threads,sliced-threads,sync-lookahead,pass,quantizer,multipass-cache-file,byte-stream,bitrate,intra-refresh,vbv-buf-capacity,me,subme,analyse,dct8x8,ref,bframes,b-adapt,b-pyramid,weightb,sps-id,aud,trellis,key-int-max,cabac,qp-min,qp-max,qp-step,ip-factor,pb-factor,mb-tree,rc-lookahead,noise-reduction,interlaced,option-string,speed-preset,psy-tune,tune,frame-packing,insert-vui"
1316,ttmlparse,"name,parent"
1317,ttmlrender,"name,parent"
1318,dashdemux,"name,parent,async-handling,message-forward,connection-speed,bitrate-limit,max-buffering-time,bandwidth-usage,max-bitrate,max-video-width,max-video-height,max-video-framerate,presentation-delay"
1319,twolamemp2enc,"name,parent,perfect-timestamp,mark-granule,hard-resync,tolerance,mode,psymodel,bitrate,padding,energy-level-extension,emphasis,error-protection,copyright,original,vbr,vbr-level,ath-level,vbr-max-bitrate,quick-mode,quick-mode-count"
1320,monoscope,"name,parent"
1321,scenechange,"name,parent,qos"
1322,zebrastripe,"name,parent,qos,threshold"
1323,videodiff,"name,parent,qos"
1324,mpegpsdemux,"name,parent"
1325,avidemux,"name,parent"
1326,avimux,"name,parent,bigfile"
1327,avisubtitle,"name,parent"
1328,fbdevsink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,show-preroll-frame,device"
1329,breakmydata,"name,parent,qos,seed,set-to,skip,probability"
1330,capssetter,"name,parent,qos,caps,join,replace"
1331,rndbuffersize,"name,parent,seed,min,max"
1332,navseek,"name,parent,qos,seek-offset"
1333,pushfilesrc,"name,parent,async-handling,message-forward,location,time-segment,stream-time,start-time,initial-timestamp,rate,applied-rate"
1334,progressreport,"name,parent,qos,update-freq,silent,do-query,format"
1335,taginject,"name,parent,qos,tags"
1336,testsink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,length,expected-length,buffer-count,expected-buffer-count,timestamp-deviation,allowed-timestamp-deviation,md5,expected-md5"
1337,cpureport,"name,parent,qos"
1338,amrwbdec,"name,parent,min-latency,tolerance,plc"
1339,audiosegmentclip,"name,parent"
1340,videosegmentclip,"name,parent"
1341,speexenc,"name,parent,perfect-timestamp,mark-granule,hard-resync,tolerance,quality,bitrate,mode,vbr,abr,vad,dtx,complexity,nframes,last-message"
1342,speexdec,"name,parent,min-latency,tolerance,plc,enh"
1343,imagefreeze,"name,parent"
1344,sirendec,"name,parent,min-latency,tolerance,plc"
1345,sirenenc,"name,parent,perfect-timestamp,mark-granule,hard-resync,tolerance"
1346,freeverb,"name,parent,qos,room-size,damping,width,level"
1347,burn,"name,parent,qos,adjustment"
1348,chromium,"name,parent,qos,edge-a,edge-b"
1349,dilate,"name,parent,qos,erode"
1350,dodge,"name,parent,qos"
1351,exclusion,"name,parent,qos,factor"
1352,solarize,"name,parent,qos,threshold,start,end"
1353,gaussianblur,"name,parent,qos,sigma"
1354,dc1394src,"name,parent,blocksize,num-buffers,typefind,do-timestamp,guid,unit,iso,dma"
1355,audioresample,"name,parent,qos,quality,resample-method,sinc-filter-mode,sinc-filter-auto-threshold,sinc-filter-interpolation"
1356,vulkansink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,show-preroll-frame,force-aspect-ratio,pixel-aspect-ratio"
1357,vulkanupload,"name,parent,qos"
1358,voamrwbenc,"name,parent,perfect-timestamp,mark-granule,hard-resync,tolerance,band-mode"
1359,audiolatency,"name,parent,async-handling,message-forward,print-latency,last-latency,average-latency"
1360,xingmux,"name,parent"
1361,removesilence,"name,parent,qos,remove,hysteresis"
1362,videoconvert,"name,parent,qos,dither,dither-quantization,chroma-resampler,alpha-mode,alpha-value,chroma-mode,matrix-mode,gamma-mode,primaries-mode,n-threads"
1363,timecodestamper,"name,parent,qos,override-existing,drop-frame,daily-jam,post-messages,first-timecode,first-timecode-to-now"
1364,avwait,"name,parent,target-timecode,target-timecode-string,target-running-time,end-timecode,mode"
1365,compositor,"name,parent,latency,start-time-selection,start-time,background"
1366,adder,"name,parent,caps"
1367,bz2enc,"name,parent,block-size,buffer-size"
1368,bz2dec,"name,parent,first-buffer-size,buffer-size"
1369,rtspsrc,"name,parent,async-handling,message-forward,location,protocols,debug,retry,timeout,tcp-timeout,latency,drop-on-latency,connection-speed,nat-method,do-rtcp,do-rtsp-keep-alive,proxy,proxy-id,proxy-pw,rtp-blocksize,user-id,user-pw,buffer-mode,port-range,udp-buffer-size,short-header,probation,udp-reconnect,multicast-iface,ntp-sync,use-pipeline-clock,sdes,tls-validation-flags,tls-database,tls-interaction,do-retransmission,ntp-time-source,user-agent,max-rtcp-rtp-time-diff,rfc7273-sync,max-ts-offset-adjustment,max-ts-offset,default-rtsp-version,backchannel"
1370,rtpdec,"name,parent,latency"
1371,sfdec,"name,parent"
1372,ivtc,"name,parent,qos"
1373,combdetect,"name,parent,qos"
1374,opusenc,"name,parent,perfect-timestamp,mark-granule,hard-resync,tolerance,audio-type,bitrate,bandwidth,frame-size,bitrate-type,complexity,inband-fec,dtx,packet-loss-percentage,max-payload-size"
1375,opusdec,"name,parent,min-latency,tolerance,plc,use-inband-fec,apply-gain"
1376,qtdemux,"name,parent"
1377,rtpxqtdepay,"name,parent,stats"
1378,qtmux,"name,parent,movie-timescale,trak-timescale,faststart,faststart-file,moov-recovery-file,fragment-duration,streamable,reserved-max-duration,reserved-duration-remaining,reserved-moov-update-period,reserved-bytes-per-sec,reserved-prefill,dts-method,presentation-time,interleave-bytes,interleave-time,max-raw-audio-drift"
1379,mp4mux,"name,parent,movie-timescale,trak-timescale,faststart,faststart-file,moov-recovery-file,fragment-duration,streamable,reserved-max-duration,reserved-duration-remaining,reserved-moov-update-period,reserved-bytes-per-sec,reserved-prefill,dts-method,presentation-time,interleave-bytes,interleave-time,max-raw-audio-drift"
1380,ismlmux,"name,parent,movie-timescale,trak-timescale,faststart,faststart-file,moov-recovery-file,fragment-duration,streamable,reserved-max-duration,reserved-duration-remaining,reserved-moov-update-period,reserved-bytes-per-sec,reserved-prefill,dts-method,presentation-time,interleave-bytes,interleave-time,max-raw-audio-drift"
1381,3gppmux,"name,parent,movie-timescale,trak-timescale,faststart,faststart-file,moov-recovery-file,fragment-duration,streamable,reserved-max-duration,reserved-duration-remaining,reserved-moov-update-period,reserved-bytes-per-sec,reserved-prefill,dts-method,presentation-time,interleave-bytes,interleave-time,max-raw-audio-drift"
1382,mj2mux,"name,parent,movie-timescale,trak-timescale,faststart,faststart-file,moov-recovery-file,fragment-duration,streamable,reserved-max-duration,reserved-duration-remaining,reserved-moov-update-period,reserved-bytes-per-sec,reserved-prefill,dts-method,presentation-time,interleave-bytes,interleave-time,max-raw-audio-drift"
1383,qtmoovrecover,"name,parent,async-handling,message-forward,delay,auto-flush-bus,latency,recovery-input,broken-input,fixed-output,faststart-mode"
1384,yadif,"name,parent,qos,mode"
1385,bin,"name,parent,async-handling,message-forward"
1386,pipeline,"name,parent,async-handling,message-forward,delay,auto-flush-bus,latency"
